post_id;data;dia_semana;horario;formato;funil;tipo_conteudo;avatar;tema;keyword_manychat;hook_ou_capa;total_slides_ou_duracao;legenda_preview
2026-04-02_2000;2026-04-02;Quinta;20:00;CARROSSEL;MEIO;Perguntas de Seguidores;Profissional;Seguidor pergunta: como negociar preco em espanhol?;ERROS;COMO NEGOCIAR PRECO EM ESPANHOL?;6 slides;Voces pediram, eu respondi 👇  Seguidor pergunta: como negociar preco em espanhol?  Recebi essa pergu...
2026-04-03_0700;2026-04-03;Sexta;07:00;REEL;FUNDO;Prova Social;Viajante;Print de aluna: 'Ale, consegui pedir comida sem travar!';AULA;Essa historia me emociona toda vez que eu conto.;30-60 segundos;Olha o resultado que esse aluno teve 👇  Print de aluna: 'Ale, consegui pedir comida sem travar!'  Es...
2026-04-03_0930;2026-04-03;Sexta;09:30;CARROSSEL;MEIO;Perguntas de Seguidores;Vai Morar Fora;Seguidor pergunta: documentos para o NIE — vocabulario;PRONUNCIA;DOCUMENTOS PARA O NIE — VOCABULARIO;6 slides;Voces pediram, eu respondi 👇  Seguidor pergunta: documentos para o NIE — vocabulario  Recebi essa pe...
2026-04-03_1200;2026-04-03;Sexta;12:00;REEL;TOPO;Palavras do Cotidiano;Academico;Como falar 'prova' em espanhol;ERROS;Uma palavra. Mil confusoes. Bora resolver.;30-60 segundos;Essa palavra simples vai te surpreender 👇  Como falar 'prova' em espanhol  Nos, nativos, falamos iss...
2026-04-03_1500;2026-04-03;Sexta;15:00;CARROSSEL;MEIO;Perguntas de Seguidores;Profissional;Seguidor pergunta: espanhol basico para entrevista?;PRONUNCIA;ESPANHOL BASICO PARA ENTREVISTA?;6 slides;Voces pediram, eu respondi 👇  Seguidor pergunta: espanhol basico para entrevista?  Recebi essa pergu...
2026-04-03_1830;2026-04-03;Sexta;18:30;REEL;MEIO;Dor e Identificacao;Viajante;Voce traduz tudo na cabeca antes de abrir a boca?;TRAVA;Se isso e voce, presta atencao ate o final.;30-60 segundos;Se voce se identifica... esse post e pra voce. 👇  Voce traduz tudo na cabeca antes de abrir a boca? ...
2026-04-03_2000;2026-04-03;Sexta;20:00;CARROSSEL;FUNDO;CTA Indireto;Vai Morar Fora;Se voce vai se mudar e quer chegar preparado, eu te ajudo (vol. 2);AULA;VOCE QUER DESTRAVAR SEU ESPANHOL?;5 slides;Eu tenho algo especial pra voce. Le ate o final. 👇  Se voce vai se mudar e quer chegar preparado, eu...
2026-04-04_0700;2026-04-04;Sabado;07:00;REEL;FUNDO;CTA Indireto;Academico;Comenta AULA que te mando o link da aula demonstrativa;AULA;Voce ja deu o primeiro passo. Agora vem o proximo.;30-60 segundos;Eu tenho algo especial pra voce. Le ate o final. 👇  Comenta AULA que te mando o link da aula demonst...
2026-04-04_0930;2026-04-04;Sabado;09:30;CARROSSEL;TOPO;Palavras do Cotidiano;Profissional;Como falar 'demissao' em espanhol;ERROS;COMO FALAR DEMISSAO EM ESPANHOL?;7 slides;Essa palavra simples vai te surpreender 👇  Como falar 'demissao' em espanhol  Nos, nativos, falamos ...
2026-04-04_1200;2026-04-04;Sabado;12:00;REEL;TOPO;Expressoes Idiomaticas;Viajante;Como falar 'to de boa' em espanhol;VIAGEM;Essa expressao brasileira nao existe em espanhol!;30-60 segundos;Voce fala isso todo dia mas nao sabe em espanhol 👇  Como falar 'to de boa' em espanhol  Nos, nativos...
2026-04-04_1500;2026-04-04;Sabado;15:00;CARROSSEL;TOPO;Erros e Falsos Amigos;Vai Morar Fora;FIRMA nao e empresa — e assinatura!;FALSOS;CUIDADO! FIRMA;7 slides;⚠️ CUIDADO! Esse erro e mais perigoso do que voce imagina.  FIRMA nao e empresa — e assinatura!  Ess...
2026-04-04_1830;2026-04-04;Sabado;18:30;REEL;MEIO;Historia e Autoridade Pessoal;Academico;Por que o metodo tradicional nao funciona (eu vi acontecer);METODO;Eu preciso te contar uma coisa sobre mim.;30-60 segundos;Eu preciso te contar uma coisa sobre mim... 👇  Por que o metodo tradicional nao funciona (eu vi acon...
2026-04-04_2000;2026-04-04;Sabado;20:00;CARROSSEL;MEIO;Perguntas de Seguidores;Profissional;Seguidor pergunta: como apresentar resultados em espanhol?;ERROS;COMO APRESENTAR RESULTADOS EM ESPANHOL?;6 slides;Voces pediram, eu respondi 👇  Seguidor pergunta: como apresentar resultados em espanhol?  Recebi ess...
2026-04-05_0700;2026-04-05;Domingo;07:00;REEL;FUNDO;Prova Social;Viajante;Ela travava... hoje conversa com nativos na viagem (vol. 2);AULA;De travado a fluente. Olha o resultado.;30-60 segundos;Olha o resultado que esse aluno teve 👇  Ela travava... hoje conversa com nativos na viagem (vol. 2) ...
2026-04-05_0930;2026-04-05;Domingo;09:30;CARROSSEL;MEIO;Perguntas de Seguidores;Vai Morar Fora;Seguidor pergunta: como abrir conta bancaria em espanhol?;ERROS;COMO ABRIR CONTA BANCARIA EM ESPANHOL?;6 slides;Voces pediram, eu respondi 👇  Seguidor pergunta: como abrir conta bancaria em espanhol?  Recebi essa...
2026-04-05_1200;2026-04-05;Domingo;12:00;REEL;TOPO;Expressoes Idiomaticas;Academico;Como falar 'matar aula' em espanhol;ERROS;Eu, como nativa, nunca entendi essa expressao... ate agora.;30-60 segundos;Voce fala isso todo dia mas nao sabe em espanhol 👇  Como falar 'matar aula' em espanhol  Nos, nativo...
2026-04-05_1500;2026-04-05;Domingo;15:00;CARROSSEL;TOPO;Erros e Falsos Amigos;Profissional;FACTURA nao e fatura do cartao — e nota fiscal!;FALSOS;CUIDADO! FACTURA;7 slides;⚠️ CUIDADO! Esse erro e mais perigoso do que voce imagina.  FACTURA nao e fatura do cartao — e nota ...
2026-04-05_1830;2026-04-05;Domingo;18:30;REEL;FUNDO;Metodo e Bastidor;Viajante;Como o cerebro realmente aprende um idioma novo;METODO;Voce sabe POR QUE voce trava ao falar espanhol?;30-60 segundos;Voce sabe POR QUE voce trava? A ciencia explica 👇  Como o cerebro realmente aprende um idioma novo  ...
2026-04-05_2000;2026-04-05;Domingo;20:00;CARROSSEL;MEIO;Historia e Autoridade Pessoal;Vai Morar Fora;O choque cultural que eu vivi quando cheguei no Brasil;METODO;O CHOQUE CULTURAL QUE EU VIVI QUANDO CHEGUEI NO BRASIL;6 slides;Eu preciso te contar uma coisa sobre mim... 👇  O choque cultural que eu vivi quando cheguei no Brasi...
2026-04-06_0700;2026-04-06;Segunda;07:00;REEL;MEIO;Dor e Identificacao;Academico;Voce decora regras mas na hora da prova da branco?;TRAVA;Essa frustracao tem nome. E tem solucao.;30-60 segundos;Se voce se identifica... esse post e pra voce. 👇  Voce decora regras mas na hora da prova da branco?...
2026-04-06_0930;2026-04-06;Segunda;09:30;CARROSSEL;TOPO;Erros e Falsos Amigos;Profissional;CARGO em espanhol pode significar taxa/cobranca!;FALSOS;CUIDADO! CARGO;7 slides;⚠️ CUIDADO! Esse erro e mais perigoso do que voce imagina.  CARGO em espanhol pode significar taxa/c...
2026-04-06_1200;2026-04-06;Segunda;12:00;REEL;TOPO;Expressoes Idiomaticas;Viajante;Como falar 'ficar de bobeira' em espanhol;VIAGEM;Para! Voce fala isso todo dia mas nao sabe em espanhol.;30-60 segundos;Voce fala isso todo dia mas nao sabe em espanhol 👇  Como falar 'ficar de bobeira' em espanhol  Nos, ...
2026-04-06_1500;2026-04-06;Segunda;15:00;CARROSSEL;MEIO;Perguntas de Seguidores;Vai Morar Fora;Seguidor pergunta: como reclamar de um servico?;ERROS;COMO RECLAMAR DE UM SERVICO?;6 slides;Voces pediram, eu respondi 👇  Seguidor pergunta: como reclamar de um servico?  Recebi essa pergunta ...
2026-04-06_1830;2026-04-06;Segunda;18:30;REEL;TOPO;Erros e Falsos Amigos;Academico;ASIGNATURA nao e assinatura — e materia/disciplina!;FALSOS;Esse erro pode te colocar numa situacao MUITO constrangedora.;30-60 segundos;⚠️ CUIDADO! Esse erro e mais perigoso do que voce imagina.  ASIGNATURA nao e assinatura — e materia/...
2026-04-06_2000;2026-04-06;Segunda;20:00;CARROSSEL;FUNDO;CTA Indireto;Profissional;Espanhol corporativo nao se aprende em app — se aprende com metodo;AULA;VOCE QUER DESTRAVAR SEU ESPANHOL?;5 slides;Eu tenho algo especial pra voce. Le ate o final. 👇  Espanhol corporativo nao se aprende em app — se ...
2026-04-07_0700;2026-04-07;Terca;07:00;REEL;MEIO;Historia e Autoridade Pessoal;Viajante;Minha primeira semana no Brasil sem falar portugues;METODO;Quando eu cheguei no Brasil, eu nao falava uma palavra em portugues.;30-60 segundos;Eu preciso te contar uma coisa sobre mim... 👇  Minha primeira semana no Brasil sem falar portugues  ...
2026-04-07_0930;2026-04-07;Terca;09:30;CARROSSEL;MEIO;Perguntas de Seguidores;Vai Morar Fora;Seguidor pergunta: como pedir orcamento em espanhol?;ERROS;COMO PEDIR ORCAMENTO EM ESPANHOL?;6 slides;Voces pediram, eu respondi 👇  Seguidor pergunta: como pedir orcamento em espanhol?  Recebi essa perg...
2026-04-07_1200;2026-04-07;Terca;12:00;REEL;TOPO;Erros e Falsos Amigos;Academico;EXITO em espanhol e sucesso, nao saida!;FALSOS;90% dos brasileiros falam isso errado. Voce tambem?;30-60 segundos;⚠️ CUIDADO! Esse erro e mais perigoso do que voce imagina.  EXITO em espanhol e sucesso, nao saida! ...
2026-04-07_1500;2026-04-07;Terca;15:00;CARROSSEL;TOPO;Cultura e Diferencas;Profissional;Reunioes no Brasil vs no Mexico — a diferenca;VIAGEM;REUNIOES NO BRASIL VS NO MEXICO — A DIFERENCA;7 slides;Sabia que isso muda de pais pra pais? 🌎  Reunioes no Brasil vs no Mexico — a diferenca  O mundo hisp...
2026-04-07_1830;2026-04-07;Terca;18:30;REEL;FUNDO;Prova Social;Viajante;Aluno que saiu do portunhol e se virou sozinho na Argentina (vol. 2);AULA;Isso aqui e a prova de que o metodo funciona.;30-60 segundos;Olha o resultado que esse aluno teve 👇  Aluno que saiu do portunhol e se virou sozinho na Argentina ...
2026-04-07_2000;2026-04-07;Terca;20:00;CARROSSEL;MEIO;Historia e Autoridade Pessoal;Vai Morar Fora;Por que eu criei o Espanhol com Voce;METODO;POR QUE EU CRIEI O ESPANHOL COM VOCE;6 slides;Eu preciso te contar uma coisa sobre mim... 👇  Por que eu criei o Espanhol com Voce  Quando eu chegu...
2026-04-08_0700;2026-04-08;Quarta;07:00;REEL;FUNDO;CTA Indireto;Academico;Voce nao precisa de mais um cursinho — precisa de metodo;AULA;Voce ja deu o primeiro passo. Agora vem o proximo.;30-60 segundos;Eu tenho algo especial pra voce. Le ate o final. 👇  Voce nao precisa de mais um cursinho — precisa d...
2026-04-08_0930;2026-04-08;Quarta;09:30;CARROSSEL;TOPO;Erros e Falsos Amigos;Profissional;JEFE vs PATRON — a diferenca importa;FALSOS;CUIDADO! JEFE VS PATRON;7 slides;⚠️ CUIDADO! Esse erro e mais perigoso do que voce imagina.  JEFE vs PATRON — a diferenca importa  Es...
2026-04-08_1200;2026-04-08;Quarta;12:00;REEL;TOPO;Expressoes Idiomaticas;Viajante;Como falar 'chutar o balde' em espanhol;VIAGEM;Voce sabe como falar isso em espanhol?;30-60 segundos;Voce fala isso todo dia mas nao sabe em espanhol 👇  Como falar 'chutar o balde' em espanhol  Nos, na...
2026-04-08_1500;2026-04-08;Quarta;15:00;CARROSSEL;MEIO;Quebra de Crencas;Vai Morar Fora;Morar fora NAO garante fluencia — tem brasileiro com 10 anos que nao fala;METODO;MORAR FORA NAO GARANTE FLUENCIA — TEM BRASILEIRO COM 10 ANOS QUE NAO FALA;6 slides;Tudo que te ensinaram sobre espanhol e MENTIRA. 👇  Morar fora NAO garante fluencia — tem brasileiro ...
2026-04-08_1830;2026-04-08;Quarta;18:30;REEL;FUNDO;Metodo e Bastidor;Academico;Como o Metodo Imersao Nativa prepara para o DELE;METODO;Eu vou te explicar o que acontece no seu cerebro quando voce tenta falar.;30-60 segundos;Voce sabe POR QUE voce trava? A ciencia explica 👇  Como o Metodo Imersao Nativa prepara para o DELE ...
2026-04-08_2000;2026-04-08;Quarta;20:00;CARROSSEL;TOPO;Erros e Falsos Amigos;Profissional;EMPRESA vs COMPANIA — quando usar cada um;FALSOS;CUIDADO! EMPRESA VS COMPANIA;7 slides;⚠️ CUIDADO! Esse erro e mais perigoso do que voce imagina.  EMPRESA vs COMPANIA — quando usar cada u...
2026-04-09_0700;2026-04-09;Quinta;07:00;REEL;MEIO;Quebra de Crencas;Viajante;Aplicativo nao ensina espanhol de verdade;METODO;Tudo que te ensinaram sobre aprender espanhol e mentira.;30-60 segundos;Tudo que te ensinaram sobre espanhol e MENTIRA. 👇  Aplicativo nao ensina espanhol de verdade  Eu sei...
2026-04-09_0930;2026-04-09;Quinta;09:30;CARROSSEL;FUNDO;Metodo e Bastidor;Vai Morar Fora;Repeticao espacada: por que voce esquece e como resolver;METODO;REPETICAO ESPACADA: POR QUE VOCE ESQUECE E COMO RESOLVER;7 slides;Voce sabe POR QUE voce trava? A ciencia explica 👇  Repeticao espacada: por que voce esquece e como r...
2026-04-09_1200;2026-04-09;Quinta;12:00;REEL;MEIO;Historia e Autoridade Pessoal;Academico;A historia por tras do Metodo Imersao Nativa;METODO;Quando eu cheguei no Brasil, eu nao falava uma palavra em portugues.;30-60 segundos;Eu preciso te contar uma coisa sobre mim... 👇  A historia por tras do Metodo Imersao Nativa  Quando ...
2026-04-09_1500;2026-04-09;Quinta;15:00;CARROSSEL;FUNDO;CTA Indireto;Profissional;Se o espanhol e o que falta pra sua promocao, eu te mostro o caminho;AULA;VOCE QUER DESTRAVAR SEU ESPANHOL?;5 slides;Eu tenho algo especial pra voce. Le ate o final. 👇  Se o espanhol e o que falta pra sua promocao, eu...
2026-04-09_1830;2026-04-09;Quinta;18:30;REEL;MEIO;Quebra de Crencas;Viajante;Espanhol NAO e facil so porque e parecido com portugues;METODO;Prepare-se: o que eu vou falar vai contra tudo que voce ouviu.;30-60 segundos;Tudo que te ensinaram sobre espanhol e MENTIRA. 👇  Espanhol NAO e facil so porque e parecido com por...
2026-04-09_2000;2026-04-09;Quinta;20:00;CARROSSEL;TOPO;Palavras do Cotidiano;Vai Morar Fora;Como falar 'ficha medica' em espanhol;VIAGEM;COMO FALAR FICHA MEDICA EM ESPANHOL?;7 slides;Essa palavra simples vai te surpreender 👇  Como falar 'ficha medica' em espanhol  Nos, nativos, fala...
2026-04-10_0700;2026-04-10;Sexta;07:00;REEL;MEIO;Quebra de Crencas;Academico;Decorar conjugacoes nao funciona — a ciencia ja provou;METODO;Prepare-se: o que eu vou falar vai contra tudo que voce ouviu.;30-60 segundos;Tudo que te ensinaram sobre espanhol e MENTIRA. 👇  Decorar conjugacoes nao funciona — a ciencia ja p...
2026-04-10_0930;2026-04-10;Sexta;09:30;CARROSSEL;FUNDO;Prova Social;Profissional;Gerente fechou contrato gracas ao espanhol fluente;AULA;GERENTE FECHOU CONTRATO GRACAS AO ESPANHOL FLUENTE;6 slides;Olha o resultado que esse aluno teve 👇  Gerente fechou contrato gracas ao espanhol fluente  Essa e u...
2026-04-10_1200;2026-04-10;Sexta;12:00;REEL;MEIO;Historia e Autoridade Pessoal;Viajante;Por que uma nativa ensina diferente de um professor de cursinho;METODO;Essa experiencia mudou completamente a forma como eu ensino.;30-60 segundos;Eu preciso te contar uma coisa sobre mim... 👇  Por que uma nativa ensina diferente de um professor d...
2026-04-10_1500;2026-04-10;Sexta;15:00;CARROSSEL;TOPO;Expressoes Idiomaticas;Vai Morar Fora;Como falar 'saudade' em espanhol (spoiler: nao tem!);VIAGEM;COMO FALAR SAUDADE EM ESPANHOL?;7 slides;Voce fala isso todo dia mas nao sabe em espanhol 👇  Como falar 'saudade' em espanhol (spoiler: nao t...
2026-04-10_1830;2026-04-10;Sexta;18:30;REEL;FUNDO;CTA Indireto;Academico;Se o DELE esta no seu caminho, eu te preparo;AULA;Eu tenho algo especial pra te mostrar.;30-60 segundos;Eu tenho algo especial pra voce. Le ate o final. 👇  Se o DELE esta no seu caminho, eu te preparo  Eu...
2026-04-10_2000;2026-04-10;Sexta;20:00;CARROSSEL;MEIO;Perguntas de Seguidores;Profissional;Seguidor pergunta: small talk antes da reuniao?;PRONUNCIA;SMALL TALK ANTES DA REUNIAO?;6 slides;Voces pediram, eu respondi 👇  Seguidor pergunta: small talk antes da reuniao?  Recebi essa pergunta ...
2026-04-11_0700;2026-04-11;Sabado;07:00;REEL;MEIO;Desejo e Transformacao;Viajante;Imagina pedir comida, pechinchar e fazer amigos em espanhol...;AULA;Fecha os olhos e imagina isso comigo...;30-60 segundos;Fecha os olhos e imagina isso... ✨  Imagina pedir comida, pechinchar e fazer amigos em espanhol...  ...
2026-04-11_0930;2026-04-11;Sabado;09:30;CARROSSEL;TOPO;Erros e Falsos Amigos;Vai Morar Fora;CONTESTAR em espanhol e responder, nao contestar!;FALSOS;CUIDADO! CONTESTAR;7 slides;⚠️ CUIDADO! Esse erro e mais perigoso do que voce imagina.  CONTESTAR em espanhol e responder, nao c...
2026-04-11_1200;2026-04-11;Sabado;12:00;REEL;MEIO;Desejo e Transformacao;Academico;6 meses para dominar o espanhol que a prova cobra;AULA;E se eu te dissesse que isso e possivel em 6 meses?;30-60 segundos;Fecha os olhos e imagina isso... ✨  6 meses para dominar o espanhol que a prova cobra  Isso nao e um...
2026-04-11_1500;2026-04-11;Sabado;15:00;CARROSSEL;TOPO;Erros e Falsos Amigos;Profissional;EMPRESA vs COMPANIA — quando usar cada um (vol. 2);FALSOS;CUIDADO! EMPRESA VS COMPANIA;7 slides;⚠️ CUIDADO! Esse erro e mais perigoso do que voce imagina.  EMPRESA vs COMPANIA — quando usar cada u...
2026-04-11_1830;2026-04-11;Sabado;18:30;REEL;FUNDO;CTA Indireto;Viajante;Quer sair do portunhol? Comeca por aqui;AULA;Eu tenho algo especial pra te mostrar.;30-60 segundos;Eu tenho algo especial pra voce. Le ate o final. 👇  Quer sair do portunhol? Comeca por aqui  Eu prep...
2026-04-11_2000;2026-04-11;Sabado;20:00;CARROSSEL;TOPO;Erros e Falsos Amigos;Vai Morar Fora;JUBILACION nao e jubilacao — e aposentadoria!;FALSOS;CUIDADO! JUBILACION;7 slides;⚠️ CUIDADO! Esse erro e mais perigoso do que voce imagina.  JUBILACION nao e jubilacao — e aposentad...
2026-04-12_0700;2026-04-12;Domingo;07:00;REEL;TOPO;Cultura e Diferencas;Academico;Espanhol da Espanha vs America Latina — diferencas reais;VIAGEM;Voce sabia que em espanhol isso muda de pais pra pais?;30-60 segundos;Sabia que isso muda de pais pra pais? 🌎  Espanhol da Espanha vs America Latina — diferencas reais  O...
2026-04-12_0930;2026-04-12;Domingo;09:30;CARROSSEL;TOPO;Cultura e Diferencas;Profissional;Por que multinacionais exigem espanhol no curriculo;VIAGEM;POR QUE MULTINACIONAIS EXIGEM ESPANHOL NO CURRICULO;7 slides;Sabia que isso muda de pais pra pais? 🌎  Por que multinacionais exigem espanhol no curriculo  O mund...
2026-04-12_1200;2026-04-12;Domingo;12:00;REEL;FUNDO;Metodo e Bastidor;Viajante;A diferenca entre estudar e adquirir espanhol;METODO;Deixa eu te mostrar como o aprendizado REALMENTE funciona.;30-60 segundos;Voce sabe POR QUE voce trava? A ciencia explica 👇  A diferenca entre estudar e adquirir espanhol  O ...
2026-04-12_1500;2026-04-12;Domingo;15:00;CARROSSEL;MEIO;Quebra de Crencas;Vai Morar Fora;Voce nao vai aprender espanhol 'naturalmente' so por estar la;METODO;VOCE NAO VAI APRENDER ESPANHOL 'NATURALMENTE' SO POR ESTAR LA;6 slides;Tudo que te ensinaram sobre espanhol e MENTIRA. 👇  Voce nao vai aprender espanhol 'naturalmente' so ...
2026-04-12_1830;2026-04-12;Domingo;18:30;REEL;FUNDO;Prova Social;Academico;Estudante tirou nota maxima em espanhol no ENEM;AULA;Olha o que essa aluna me mandou...;30-60 segundos;Olha o resultado que esse aluno teve 👇  Estudante tirou nota maxima em espanhol no ENEM  Essa e uma ...
2026-04-12_2000;2026-04-12;Domingo;20:00;CARROSSEL;MEIO;Desejo e Transformacao;Profissional;Imagina participar de reunioes em espanhol sem travar...;AULA;IMAGINA PARTICIPAR DE REUNIOES EM ESPANHOL SEM TRAVAR;5 slides;Fecha os olhos e imagina isso... ✨  Imagina participar de reunioes em espanhol sem travar...  Isso n...
2026-04-13_0700;2026-04-13;Segunda;07:00;REEL;FUNDO;Prova Social;Viajante;Ela travava... hoje conversa com nativos na viagem (vol. 2);AULA;Olha o que essa aluna me mandou...;30-60 segundos;Olha o resultado que esse aluno teve 👇  Ela travava... hoje conversa com nativos na viagem (vol. 2) ...
2026-04-13_0930;2026-04-13;Segunda;09:30;CARROSSEL;TOPO;Cultura e Diferencas;Vai Morar Fora;Supermercado na Espanha: o que tem e o que falta;VIAGEM;SUPERMERCADO NA ESPANHA: O QUE TEM E O QUE FALTA;7 slides;Sabia que isso muda de pais pra pais? 🌎  Supermercado na Espanha: o que tem e o que falta  O mundo h...
2026-04-13_1200;2026-04-13;Segunda;12:00;REEL;MEIO;Desejo e Transformacao;Academico;Imagina ler textos academicos em espanhol sem dificuldade...;AULA;Essa pode ser a sua realidade. Eu vou te mostrar como.;30-60 segundos;Fecha os olhos e imagina isso... ✨  Imagina ler textos academicos em espanhol sem dificuldade...  Is...
2026-04-13_1500;2026-04-13;Segunda;15:00;CARROSSEL;MEIO;Historia e Autoridade Pessoal;Profissional;Como uma professora de espanhol construiu um negocio digital;METODO;COMO UMA PROFESSORA DE ESPANHOL CONSTRUIU UM NEGOCIO DIGITAL;6 slides;Eu preciso te contar uma coisa sobre mim... 👇  Como uma professora de espanhol construiu um negocio ...
2026-04-13_1830;2026-04-13;Segunda;18:30;REEL;TOPO;Expressoes Idiomaticas;Viajante;Como falar 'cara de pau' em espanhol;VIAGEM;Essa expressao brasileira nao existe em espanhol!;30-60 segundos;Voce fala isso todo dia mas nao sabe em espanhol 👇  Como falar 'cara de pau' em espanhol  Nos, nativ...
2026-04-13_2000;2026-04-13;Segunda;20:00;CARROSSEL;TOPO;Expressoes Idiomaticas;Vai Morar Fora;Como falar 'gambiarra' em espanhol;VIAGEM;COMO FALAR GAMBIARRA EM ESPANHOL?;7 slides;Voce fala isso todo dia mas nao sabe em espanhol 👇  Como falar 'gambiarra' em espanhol  Nos, nativos...
2026-04-14_0700;2026-04-14;Terca;07:00;REEL;MEIO;Desejo e Transformacao;Academico;Como seria apresentar seu trabalho em espanhol sem travar?;AULA;Essa pode ser a sua realidade. Eu vou te mostrar como.;30-60 segundos;Fecha os olhos e imagina isso... ✨  Como seria apresentar seu trabalho em espanhol sem travar?  Isso...
2026-04-14_0930;2026-04-14;Terca;09:30;CARROSSEL;TOPO;Cultura e Diferencas;Profissional;Mercosul e a importancia do espanhol nos negocios;VIAGEM;MERCOSUL E A IMPORTANCIA DO ESPANHOL NOS NEGOCIOS;7 slides;Sabia que isso muda de pais pra pais? 🌎  Mercosul e a importancia do espanhol nos negocios  O mundo ...
2026-04-14_1200;2026-04-14;Terca;12:00;REEL;MEIO;Dor e Identificacao;Viajante;Voce tem vergonha de falar espanhol na frente dos outros?;TRAVA;Essa frustracao tem nome. E tem solucao.;30-60 segundos;Se voce se identifica... esse post e pra voce. 👇  Voce tem vergonha de falar espanhol na frente dos ...
2026-04-14_1500;2026-04-14;Terca;15:00;CARROSSEL;FUNDO;Metodo e Bastidor;Vai Morar Fora;O pilar que faz voce pensar em espanhol em vez de traduzir;METODO;O PILAR QUE FAZ VOCE PENSAR EM ESPANHOL EM VEZ DE TRADUZIR;7 slides;Voce sabe POR QUE voce trava? A ciencia explica 👇  O pilar que faz voce pensar em espanhol em vez de...
2026-04-14_1830;2026-04-14;Terca;18:30;REEL;MEIO;Dor e Identificacao;Academico;Voce entende gramatica mas nao sabe usar na pratica?;TRAVA;Se isso e voce, presta atencao ate o final.;30-60 segundos;Se voce se identifica... esse post e pra voce. 👇  Voce entende gramatica mas nao sabe usar na pratic...
2026-04-14_2000;2026-04-14;Terca;20:00;CARROSSEL;TOPO;Palavras do Cotidiano;Profissional;Como falar 'salario' em espanhol;ERROS;COMO FALAR SALARIO EM ESPANHOL?;7 slides;Essa palavra simples vai te surpreender 👇  Como falar 'salario' em espanhol  Nos, nativos, falamos i...
2026-04-15_0700;2026-04-15;Quarta;07:00;REEL;FUNDO;Metodo e Bastidor;Viajante;Por que o Metodo Imersao Nativa funciona para viajantes;METODO;Eu vou te explicar o que acontece no seu cerebro quando voce tenta falar.;30-60 segundos;Voce sabe POR QUE voce trava? A ciencia explica 👇  Por que o Metodo Imersao Nativa funciona para via...
2026-04-15_0930;2026-04-15;Quarta;09:30;CARROSSEL;MEIO;Perguntas de Seguidores;Vai Morar Fora;Seguidor pergunta: TU vs USTED — quando usar?;ERROS;TU VS USTED — QUANDO USAR?;6 slides;Voces pediram, eu respondi 👇  Seguidor pergunta: TU vs USTED — quando usar?  Recebi essa pergunta e ...
2026-04-15_1200;2026-04-15;Quarta;12:00;REEL;TOPO;Cultura e Diferencas;Academico;Paises onde espanhol e lingua oficial (sao mais que voce pensa);VIAGEM;Isso que voce acha normal no Brasil e MUITO diferente la fora.;30-60 segundos;Sabia que isso muda de pais pra pais? 🌎  Paises onde espanhol e lingua oficial (sao mais que voce pe...
2026-04-15_1500;2026-04-15;Quarta;15:00;CARROSSEL;TOPO;Palavras do Cotidiano;Profissional;Como falar 'curriculo' em espanhol;ERROS;COMO FALAR CURRICULO EM ESPANHOL?;7 slides;Essa palavra simples vai te surpreender 👇  Como falar 'curriculo' em espanhol  Nos, nativos, falamos...
2026-04-15_1830;2026-04-15;Quarta;18:30;REEL;TOPO;Cultura e Diferencas;Viajante;Girias do Mexico que nao existem na Espanha;VIAGEM;Voce sabia que em espanhol isso muda de pais pra pais?;30-60 segundos;Sabia que isso muda de pais pra pais? 🌎  Girias do Mexico que nao existem na Espanha  O mundo hispan...
2026-04-15_2000;2026-04-15;Quarta;20:00;CARROSSEL;FUNDO;Metodo e Bastidor;Vai Morar Fora;Como o acompanhamento inteligente acelera sua fluencia;METODO;COMO O ACOMPANHAMENTO INTELIGENTE ACELERA SUA FLUENCIA;7 slides;Voce sabe POR QUE voce trava? A ciencia explica 👇  Como o acompanhamento inteligente acelera sua flu...
2026-04-16_0700;2026-04-16;Quinta;07:00;REEL;MEIO;Historia e Autoridade Pessoal;Academico;Por que o metodo tradicional nao funciona (eu vi acontecer) (vol. 2);METODO;Quando eu cheguei no Brasil, eu nao falava uma palavra em portugues.;30-60 segundos;Eu preciso te contar uma coisa sobre mim... 👇  Por que o metodo tradicional nao funciona (eu vi acon...
2026-04-16_0930;2026-04-16;Quinta;09:30;CARROSSEL;MEIO;Dor e Identificacao;Profissional;Voce perde oportunidades porque nao fala espanhol?;TRAVA;VOCE PERDE OPORTUNIDADES PORQUE NAO FALA ESPANHOL?;6 slides;Se voce se identifica... esse post e pra voce. 👇  Voce perde oportunidades porque nao fala espanhol?...
2026-04-16_1200;2026-04-16;Quinta;12:00;REEL;FUNDO;Prova Social;Viajante;De 'nao falo nada' a 'negociei preco no mercado em espanhol' (vol. 2);AULA;Isso aqui e a prova de que o metodo funciona.;30-60 segundos;Olha o resultado que esse aluno teve 👇  De 'nao falo nada' a 'negociei preco no mercado em espanhol'...
2026-04-16_1500;2026-04-16;Quinta;15:00;CARROSSEL;MEIO;Perguntas de Seguidores;Vai Morar Fora;Seguidor pergunta: como falar no telefone em espanhol?;ERROS;COMO FALAR NO TELEFONE EM ESPANHOL?;6 slides;Voces pediram, eu respondi 👇  Seguidor pergunta: como falar no telefone em espanhol?  Recebi essa pe...
