data;dia_semana;horario;formato;funil;tipo_conteudo_id;tipo_conteudo;avatar_id;avatar;tema;cta;keyword_manychat;hashtags
2026-04-02;Quinta;15:00;CARROSSEL;MEIO;4;Perguntas de Seguidores;vai_morar_fora;Vai Morar Fora;Seguidor pergunta: como falar com casero/proprietario?;Manda sua duvida nos comentarios | Comenta ERROS;ERROS;#espanholonline #aprenderespanhol #espanholparabrasileiros #morarfora #brasileironoexterior #imigracao #duvida #aleresponde #perguntadeseguidor
2026-04-02;Quinta;18:30;REEL;FUNDO;6;Metodo e Bastidor;academico;Academico;Por que decorar nao funciona — e o que funciona de verdade;Comenta METODO para saber mais | Comenta METODO;METODO;#espanholcomvoce #espanholonline #aprenderespanhol #dele #siele #proficienciaemespanhol #metodo #comoaprender #imersaonativa
2026-04-02;Quinta;20:00;CARROSSEL;MEIO;4;Perguntas de Seguidores;profissional;Profissional;Seguidor pergunta: como negociar preco em espanhol?;Manda sua duvida nos comentarios | Comenta ERROS;ERROS;#espanholreal #espanhol #espanholcomvoce #espanholparanegocio #carreirainternacional #espanholprofissional #aleresponde #duvida #perguntadeseguidor
2026-04-03;Sexta;07:00;REEL;FUNDO;10;Prova Social;viajante;Viajante;Print de aluna: 'Ale, consegui pedir comida sem travar!';Comenta QUERO se voce quer o mesmo resultado | Comenta AULA;AULA;#espanholparabrasileiros #espanhol #espanholreal #espanholbasico #mochilao #espanholparaviagem #resultado #depoimento #alunoreal
2026-04-03;Sexta;09:30;CARROSSEL;MEIO;4;Perguntas de Seguidores;vai_morar_fora;Vai Morar Fora;Seguidor pergunta: documentos para o NIE — vocabulario;Manda sua duvida nos comentarios | Comenta PRONUNCIA;PRONUNCIA;#espanholonline #espanhol #aprendaespanhol #brasileirosnaespanha #morarfora #brasileironoexterior #aleresponde #perguntadeseguidor #duvida
2026-04-03;Sexta;12:00;REEL;TOPO;2;Palavras do Cotidiano;academico;Academico;Como falar 'prova' em espanhol;Comenta qual palavra voce queria saber | Comenta ERROS;ERROS;#aprendaespanhol #espanholonline #espanhol #estudarnoexterior #siele #espanholparaenem #espanholdodia #vocabulario #palavradodia
2026-04-03;Sexta;15:00;CARROSSEL;MEIO;4;Perguntas de Seguidores;profissional;Profissional;Seguidor pergunta: espanhol basico para entrevista?;Manda sua duvida nos comentarios | Comenta PRONUNCIA;PRONUNCIA;#espanholcomvoce #espanholparabrasileiros #aprenderespanhol #negociosinternacionais #carreirainternacional #espanholcorporativo #aleresponde #perguntadeseguidor #duvida
2026-04-03;Sexta;18:30;REEL;MEIO;7;Dor e Identificacao;viajante;Viajante;Voce traduz tudo na cabeca antes de abrir a boca?;Comenta SIM se voce se identifica | Comenta TRAVA;TRAVA;#espanholparabrasileiros #espanholreal #espanholcomvoce #viajarsozinho #espanholnoexterior #mochilao #travanoespanhol #identificacao #voceseidentifica
2026-04-03;Sexta;20:00;CARROSSEL;FUNDO;11;CTA Indireto;vai_morar_fora;Vai Morar Fora;Se voce vai se mudar e quer chegar preparado, eu te ajudo (vol. 2);Comenta AULA | Comenta AULA;AULA;#espanholparabrasileiros #espanholonline #aprenderespanhol #morarfora #brasileirosnaespanha #brasileirosnaargentina #aulademonstrativa #comece #linknabioo
2026-04-04;Sabado;07:00;REEL;FUNDO;11;CTA Indireto;academico;Academico;Comenta AULA que te mando o link da aula demonstrativa;Comenta AULA | Comenta AULA;AULA;#espanholparabrasileiros #espanhol #aprenderespanhol #proficienciaemespanhol #celu #siele #comece #linknabioo #aulademonstrativa
2026-04-04;Sabado;09:30;CARROSSEL;TOPO;2;Palavras do Cotidiano;profissional;Profissional;Como falar 'demissao' em espanhol;Comenta qual palavra voce queria saber | Comenta ERROS;ERROS;#espanholparabrasileiros #espanholcomvoce #espanhol #negociosinternacionais #espanholcorporativo #carreirainternacional #espanholdodia #vocabulario #palavradodia
2026-04-04;Sabado;12:00;REEL;TOPO;1;Expressoes Idiomaticas;viajante;Viajante;Como falar 'to de boa' em espanhol;Salva esse video / Manda pra quem precisa | Comenta VIAGEM;VIAGEM;#espanhol #aprenderespanhol #espanholcomvoce #viajarsozinho #espanholparaviagem #espanholnoexterior #comofalarem #expressoes #espanholnativo
2026-04-04;Sabado;15:00;CARROSSEL;TOPO;3;Erros e Falsos Amigos;vai_morar_fora;Vai Morar Fora;FIRMA nao e empresa — e assinatura!;Comenta se voce ja falou isso | Comenta FALSOS;FALSOS;#aprendaespanhol #espanholparabrasileiros #espanholonline #imigracao #vidanoexterior #brasileirosnaespanha #falsoscognatos #erroscomuns #cuidado
2026-04-04;Sabado;18:30;REEL;MEIO;12;Historia e Autoridade Pessoal;academico;Academico;Por que o metodo tradicional nao funciona (eu vi acontecer);Salva / Me conta sua historia | Comenta METODO;METODO;#espanhol #aprendaespanhol #espanholparabrasileiros #estudarnoexterior #dele #espanholparaenem #bastidores #professoranativa #historiadaale
2026-04-04;Sabado;20:00;CARROSSEL;MEIO;4;Perguntas de Seguidores;profissional;Profissional;Seguidor pergunta: como apresentar resultados em espanhol?;Manda sua duvida nos comentarios | Comenta ERROS;ERROS;#espanhol #espanholreal #espanholparabrasileiros #espanholprofissional #espanholparatrabalho #carreirainternacional #perguntadeseguidor #aleresponde #duvida
2026-04-05;Domingo;07:00;REEL;FUNDO;10;Prova Social;viajante;Viajante;Ela travava... hoje conversa com nativos na viagem (vol. 2);Comenta QUERO se voce quer o mesmo resultado | Comenta AULA;AULA;#espanholcomvoce #aprendaespanhol #espanholreal #viagemparaaamericadosul #espanholnoexterior #espanholbasico #resultado #depoimento #alunoreal
2026-04-05;Domingo;09:30;CARROSSEL;MEIO;4;Perguntas de Seguidores;vai_morar_fora;Vai Morar Fora;Seguidor pergunta: como abrir conta bancaria em espanhol?;Manda sua duvida nos comentarios | Comenta ERROS;ERROS;#espanholparabrasileiros #espanholreal #espanholcomvoce #imigracao #morarfora #brasileironoexterior #perguntadeseguidor #duvida #aleresponde
2026-04-05;Domingo;12:00;REEL;TOPO;1;Expressoes Idiomaticas;academico;Academico;Como falar 'matar aula' em espanhol;Salva esse video / Manda pra quem precisa | Comenta ERROS;ERROS;#espanholonline #aprendaespanhol #espanholreal #proficienciaemespanhol #espanholparaconcurso #estudarnoexterior #comofalarem #expressoes #espanholnativo
2026-04-05;Domingo;15:00;CARROSSEL;TOPO;3;Erros e Falsos Amigos;profissional;Profissional;FACTURA nao e fatura do cartao — e nota fiscal!;Comenta se voce ja falou isso | Comenta FALSOS;FALSOS;#espanhol #espanholonline #espanholparabrasileiros #espanholparatrabalho #espanholcorporativo #espanholparanegocio #cuidado #erroscomuns #falsoscognatos
2026-04-05;Domingo;18:30;REEL;FUNDO;6;Metodo e Bastidor;viajante;Viajante;Como o cerebro realmente aprende um idioma novo;Comenta METODO para saber mais | Comenta METODO;METODO;#espanholonline #aprenderespanhol #espanholparabrasileiros #espanholbasico #viajarsozinho #espanholnoexterior #comoaprender #metodo #imersaonativa
2026-04-05;Domingo;20:00;CARROSSEL;MEIO;12;Historia e Autoridade Pessoal;vai_morar_fora;Vai Morar Fora;O choque cultural que eu vivi quando cheguei no Brasil;Salva / Me conta sua historia | Comenta METODO;METODO;#espanholcomvoce #espanholparabrasileiros #espanholonline #brasileironoexterior #vidanoexterior #morarfora #professoranativa #historiadaale #bastidores
2026-04-06;Segunda;07:00;REEL;MEIO;7;Dor e Identificacao;academico;Academico;Voce decora regras mas na hora da prova da branco?;Comenta SIM se voce se identifica | Comenta TRAVA;TRAVA;#espanholreal #espanholparabrasileiros #aprendaespanhol #dele #estudarnoexterior #espanholparaconcurso #travanoespanhol #voceseidentifica #identificacao
2026-04-06;Segunda;09:30;CARROSSEL;TOPO;3;Erros e Falsos Amigos;profissional;Profissional;CARGO em espanhol pode significar taxa/cobranca!;Comenta se voce ja falou isso | Comenta FALSOS;FALSOS;#espanholonline #aprendaespanhol #espanhol #espanholparanegocio #carreirainternacional #espanholcorporativo #erroscomuns #cuidado #falsoscognatos
2026-04-06;Segunda;12:00;REEL;TOPO;1;Expressoes Idiomaticas;viajante;Viajante;Como falar 'ficar de bobeira' em espanhol;Salva esse video / Manda pra quem precisa | Comenta VIAGEM;VIAGEM;#espanhol #aprenderespanhol #espanholcomvoce #espanholbasico #viajarsozinho #espanholparaviagem #espanholnativo #comofalarem #expressoes
2026-04-06;Segunda;15:00;CARROSSEL;MEIO;4;Perguntas de Seguidores;vai_morar_fora;Vai Morar Fora;Seguidor pergunta: como reclamar de um servico?;Manda sua duvida nos comentarios | Comenta ERROS;ERROS;#espanhol #espanholonline #aprenderespanhol #vidanoexterior #brasileironoexterior #imigracao #perguntadeseguidor #duvida #aleresponde
2026-04-06;Segunda;18:30;REEL;TOPO;3;Erros e Falsos Amigos;academico;Academico;ASIGNATURA nao e assinatura — e materia/disciplina!;Comenta se voce ja falou isso | Comenta FALSOS;FALSOS;#aprendaespanhol #espanholparabrasileiros #espanholonline #proficienciaemespanhol #celu #espanholparaconcurso #cuidado #erroscomuns #falsoscognatos
2026-04-06;Segunda;20:00;CARROSSEL;FUNDO;11;CTA Indireto;profissional;Profissional;Espanhol corporativo nao se aprende em app — se aprende com metodo;Comenta AULA | Comenta AULA;AULA;#aprendaespanhol #espanholparabrasileiros #espanholonline #negociosinternacionais #espanholparanegocio #espanholcorporativo #comece #aulademonstrativa #linknabioo
2026-04-07;Terca;07:00;REEL;MEIO;12;Historia e Autoridade Pessoal;viajante;Viajante;Minha primeira semana no Brasil sem falar portugues;Salva / Me conta sua historia | Comenta METODO;METODO;#aprendaespanhol #espanholcomvoce #espanholparabrasileiros #espanholbasico #espanholparaviagem #espanholnoexterior #professoranativa #bastidores #historiadaale
2026-04-07;Terca;09:30;CARROSSEL;MEIO;4;Perguntas de Seguidores;vai_morar_fora;Vai Morar Fora;Seguidor pergunta: como pedir orcamento em espanhol?;Manda sua duvida nos comentarios | Comenta ERROS;ERROS;#aprenderespanhol #espanholcomvoce #espanholparabrasileiros #imigracao #morarfora #vidanoexterior #aleresponde #perguntadeseguidor #duvida
2026-04-07;Terca;12:00;REEL;TOPO;3;Erros e Falsos Amigos;academico;Academico;EXITO em espanhol e sucesso, nao saida!;Comenta se voce ja falou isso | Comenta FALSOS;FALSOS;#espanholcomvoce #espanholreal #espanhol #dele #espanholparaconcurso #siele #falsoscognatos #erroscomuns #cuidado
2026-04-07;Terca;15:00;CARROSSEL;TOPO;5;Cultura e Diferencas;profissional;Profissional;Reunioes no Brasil vs no Mexico — a diferenca;Comenta seu pais favorito | Comenta VIAGEM;VIAGEM;#aprendaespanhol #espanholonline #aprenderespanhol #negociosinternacionais #espanholparatrabalho #espanholprofissional #culturaespanhola #curiosidades #diferencas
2026-04-07;Terca;18:30;REEL;FUNDO;10;Prova Social;viajante;Viajante;Aluno que saiu do portunhol e se virou sozinho na Argentina (vol. 2);Comenta QUERO se voce quer o mesmo resultado | Comenta AULA;AULA;#espanholparabrasileiros #aprendaespanhol #espanholcomvoce #viagemparaaamericadosul #mochilao #espanholnoexterior #alunoreal #resultado #depoimento
2026-04-07;Terca;20:00;CARROSSEL;MEIO;12;Historia e Autoridade Pessoal;vai_morar_fora;Vai Morar Fora;Por que eu criei o Espanhol com Voce;Salva / Me conta sua historia | Comenta METODO;METODO;#aprenderespanhol #espanholreal #espanhol #vidanoexterior #imigracao #brasileirosnaargentina #professoranativa #historiadaale #bastidores
2026-04-08;Quarta;07:00;REEL;FUNDO;11;CTA Indireto;academico;Academico;Voce nao precisa de mais um cursinho — precisa de metodo;Comenta AULA | Comenta AULA;AULA;#espanhol #aprenderespanhol #espanholcomvoce #proficienciaemespanhol #dele #siele #comece #linknabioo #aulademonstrativa
2026-04-08;Quarta;09:30;CARROSSEL;TOPO;3;Erros e Falsos Amigos;profissional;Profissional;JEFE vs PATRON — a diferenca importa;Comenta se voce ja falou isso | Comenta FALSOS;FALSOS;#espanholcomvoce #espanholparabrasileiros #espanholonline #espanholprofissional #negociosinternacionais #espanholparatrabalho #falsoscognatos #erroscomuns #cuidado
2026-04-08;Quarta;12:00;REEL;TOPO;1;Expressoes Idiomaticas;viajante;Viajante;Como falar 'chutar o balde' em espanhol;Salva esse video / Manda pra quem precisa | Comenta VIAGEM;VIAGEM;#aprendaespanhol #espanholcomvoce #espanhol #viajarsozinho #espanholbasico #mochilao #expressoes #comofalarem #espanholnativo
2026-04-08;Quarta;15:00;CARROSSEL;MEIO;9;Quebra de Crencas;vai_morar_fora;Vai Morar Fora;Morar fora NAO garante fluencia — tem brasileiro com 10 anos que nao fala;Comenta se voce acreditava nisso | Comenta METODO;METODO;#espanhol #espanholreal #aprendaespanhol #vidanoexterior #imigracao #brasileironoexterior #verdade #quebradecrencas #mentiradoespanhol
2026-04-08;Quarta;18:30;REEL;FUNDO;6;Metodo e Bastidor;academico;Academico;Como o Metodo Imersao Nativa prepara para o DELE;Comenta METODO para saber mais | Comenta METODO;METODO;#espanholcomvoce #espanhol #aprenderespanhol #celu #dele #proficienciaemespanhol #imersaonativa #comoaprender #metodo
2026-04-08;Quarta;20:00;CARROSSEL;TOPO;3;Erros e Falsos Amigos;profissional;Profissional;EMPRESA vs COMPANIA — quando usar cada um;Comenta se voce ja falou isso | Comenta FALSOS;FALSOS;#aprendaespanhol #espanholcomvoce #aprenderespanhol #espanholprofissional #espanholparatrabalho #carreirainternacional #falsoscognatos #cuidado #erroscomuns
2026-04-09;Quinta;07:00;REEL;MEIO;9;Quebra de Crencas;viajante;Viajante;Aplicativo nao ensina espanhol de verdade;Comenta se voce acreditava nisso | Comenta METODO;METODO;#aprenderespanhol #espanhol #espanholonline #espanholbasico #mochilao #viagemparaaamericadosul #quebradecrencas #mentiradoespanhol #verdade
2026-04-09;Quinta;09:30;CARROSSEL;FUNDO;6;Metodo e Bastidor;vai_morar_fora;Vai Morar Fora;Repeticao espacada: por que voce esquece e como resolver;Comenta METODO para saber mais | Comenta METODO;METODO;#aprenderespanhol #espanhol #espanholreal #morarfora #vidanoexterior #brasileirosnaespanha #metodo #comoaprender #imersaonativa
2026-04-09;Quinta;12:00;REEL;MEIO;12;Historia e Autoridade Pessoal;academico;Academico;A historia por tras do Metodo Imersao Nativa;Salva / Me conta sua historia | Comenta METODO;METODO;#espanholreal #aprendaespanhol #aprenderespanhol #espanholparaconcurso #espanholparaenem #celu #professoranativa #historiadaale #bastidores
2026-04-09;Quinta;15:00;CARROSSEL;FUNDO;11;CTA Indireto;profissional;Profissional;Se o espanhol e o que falta pra sua promocao, eu te mostro o caminho;Comenta AULA | Comenta AULA;AULA;#aprenderespanhol #espanholreal #espanholcomvoce #espanholprofissional #espanholcorporativo #carreirainternacional #linknabioo #comece #aulademonstrativa
2026-04-09;Quinta;18:30;REEL;MEIO;9;Quebra de Crencas;viajante;Viajante;Espanhol NAO e facil so porque e parecido com portugues;Comenta se voce acreditava nisso | Comenta METODO;METODO;#espanholreal #aprenderespanhol #espanhol #viajarsozinho #espanholnoexterior #viagemparaaamericadosul #verdade #mentiradoespanhol #quebradecrencas
2026-04-09;Quinta;20:00;CARROSSEL;TOPO;2;Palavras do Cotidiano;vai_morar_fora;Vai Morar Fora;Como falar 'ficha medica' em espanhol;Comenta qual palavra voce queria saber | Comenta VIAGEM;VIAGEM;#espanholonline #aprendaespanhol #espanholparabrasileiros #brasileirosnaargentina #brasileironoexterior #vidanoexterior #vocabulario #palavradodia #espanholdodia
2026-04-10;Sexta;07:00;REEL;MEIO;9;Quebra de Crencas;academico;Academico;Decorar conjugacoes nao funciona — a ciencia ja provou;Comenta se voce acreditava nisso | Comenta METODO;METODO;#aprendaespanhol #espanhol #espanholonline #siele #dele #espanholparaconcurso #verdade #quebradecrencas #mentiradoespanhol
2026-04-10;Sexta;09:30;CARROSSEL;FUNDO;10;Prova Social;profissional;Profissional;Gerente fechou contrato gracas ao espanhol fluente;Comenta QUERO se voce quer o mesmo resultado | Comenta AULA;AULA;#aprenderespanhol #espanhol #aprendaespanhol #espanholprofissional #espanholcorporativo #negociosinternacionais #depoimento #resultado #alunoreal
2026-04-10;Sexta;12:00;REEL;MEIO;12;Historia e Autoridade Pessoal;viajante;Viajante;Por que uma nativa ensina diferente de um professor de cursinho;Salva / Me conta sua historia | Comenta METODO;METODO;#espanholcomvoce #espanhol #aprenderespanhol #viajarsozinho #espanholnoexterior #viagemparaaamericadosul #bastidores #historiadaale #professoranativa
2026-04-10;Sexta;15:00;CARROSSEL;TOPO;1;Expressoes Idiomaticas;vai_morar_fora;Vai Morar Fora;Como falar 'saudade' em espanhol (spoiler: nao tem!);Salva esse video / Manda pra quem precisa | Comenta VIAGEM;VIAGEM;#aprenderespanhol #espanholreal #espanhol #brasileirosnaargentina #vidanoexterior #brasileironoexterior #expressoes #comofalarem #espanholnativo
2026-04-10;Sexta;18:30;REEL;FUNDO;11;CTA Indireto;academico;Academico;Se o DELE esta no seu caminho, eu te preparo;Comenta AULA | Comenta AULA;AULA;#aprenderespanhol #espanholcomvoce #espanholparabrasileiros #proficienciaemespanhol #estudarnoexterior #dele #linknabioo #aulademonstrativa #comece
2026-04-10;Sexta;20:00;CARROSSEL;MEIO;4;Perguntas de Seguidores;profissional;Profissional;Seguidor pergunta: small talk antes da reuniao?;Manda sua duvida nos comentarios | Comenta PRONUNCIA;PRONUNCIA;#aprenderespanhol #espanholreal #espanhol #espanholparanegocio #negociosinternacionais #espanholparatrabalho #duvida #aleresponde #perguntadeseguidor
2026-04-11;Sabado;07:00;REEL;MEIO;8;Desejo e Transformacao;viajante;Viajante;Imagina pedir comida, pechinchar e fazer amigos em espanhol...;Comenta QUERO se esse e seu sonho | Comenta AULA;AULA;#espanholreal #espanhol #aprendaespanhol #espanholparaviagem #espanholnoexterior #mochilao #faleespanhol #transformacao #destrave
2026-04-11;Sabado;09:30;CARROSSEL;TOPO;3;Erros e Falsos Amigos;vai_morar_fora;Vai Morar Fora;CONTESTAR em espanhol e responder, nao contestar!;Comenta se voce ja falou isso | Comenta FALSOS;FALSOS;#aprendaespanhol #espanholreal #aprenderespanhol #imigracao #brasileirosnaargentina #morarfora #falsoscognatos #erroscomuns #cuidado
2026-04-11;Sabado;12:00;REEL;MEIO;8;Desejo e Transformacao;academico;Academico;6 meses para dominar o espanhol que a prova cobra;Comenta QUERO se esse e seu sonho | Comenta AULA;AULA;#espanholonline #espanholreal #espanholparabrasileiros #proficienciaemespanhol #espanholparaenem #celu #faleespanhol #transformacao #destrave
2026-04-11;Sabado;15:00;CARROSSEL;TOPO;3;Erros e Falsos Amigos;profissional;Profissional;EMPRESA vs COMPANIA — quando usar cada um (vol. 2);Comenta se voce ja falou isso | Comenta FALSOS;FALSOS;#espanholonline #aprenderespanhol #espanholparabrasileiros #espanholparatrabalho #negociosinternacionais #espanholprofissional #falsoscognatos #cuidado #erroscomuns
2026-04-11;Sabado;18:30;REEL;FUNDO;11;CTA Indireto;viajante;Viajante;Quer sair do portunhol? Comeca por aqui;Comenta AULA | Comenta AULA;AULA;#aprendaespanhol #espanholcomvoce #aprenderespanhol #espanholparaviagem #viagemparaaamericadosul #espanholbasico #comece #aulademonstrativa #linknabioo
2026-04-11;Sabado;20:00;CARROSSEL;TOPO;3;Erros e Falsos Amigos;vai_morar_fora;Vai Morar Fora;JUBILACION nao e jubilacao — e aposentadoria!;Comenta se voce ja falou isso | Comenta FALSOS;FALSOS;#espanholreal #aprendaespanhol #espanholonline #brasileirosnaespanha #vidanoexterior #imigracao #erroscomuns #cuidado #falsoscognatos
2026-04-12;Domingo;07:00;REEL;TOPO;5;Cultura e Diferencas;academico;Academico;Espanhol da Espanha vs America Latina — diferencas reais;Comenta seu pais favorito | Comenta VIAGEM;VIAGEM;#aprenderespanhol #espanholreal #espanholonline #espanholparaconcurso #dele #estudarnoexterior #curiosidades #diferencas #culturaespanhola
2026-04-12;Domingo;09:30;CARROSSEL;TOPO;5;Cultura e Diferencas;profissional;Profissional;Por que multinacionais exigem espanhol no curriculo;Comenta seu pais favorito | Comenta VIAGEM;VIAGEM;#espanhol #espanholcomvoce #aprendaespanhol #carreirainternacional #espanholprofissional #espanholparanegocio #culturaespanhola #curiosidades #diferencas
2026-04-12;Domingo;12:00;REEL;FUNDO;6;Metodo e Bastidor;viajante;Viajante;A diferenca entre estudar e adquirir espanhol;Comenta METODO para saber mais | Comenta METODO;METODO;#aprenderespanhol #espanholreal #espanholonline #viagemparaaamericadosul #espanholnoexterior #espanholparaviagem #metodo #comoaprender #imersaonativa
2026-04-12;Domingo;15:00;CARROSSEL;MEIO;9;Quebra de Crencas;vai_morar_fora;Vai Morar Fora;Voce nao vai aprender espanhol 'naturalmente' so por estar la;Comenta se voce acreditava nisso | Comenta METODO;METODO;#espanholparabrasileiros #espanholonline #aprendaespanhol #brasileirosnaargentina #brasileironoexterior #vidanoexterior #verdade #quebradecrencas #mentiradoespanhol
2026-04-12;Domingo;18:30;REEL;FUNDO;10;Prova Social;academico;Academico;Estudante tirou nota maxima em espanhol no ENEM;Comenta QUERO se voce quer o mesmo resultado | Comenta AULA;AULA;#espanholonline #espanholreal #aprendaespanhol #dele #siele #espanholparaconcurso #depoimento #alunoreal #resultado
2026-04-12;Domingo;20:00;CARROSSEL;MEIO;8;Desejo e Transformacao;profissional;Profissional;Imagina participar de reunioes em espanhol sem travar...;Comenta QUERO se esse e seu sonho | Comenta AULA;AULA;#espanhol #aprenderespanhol #espanholparabrasileiros #espanholparanegocio #espanholparatrabalho #negociosinternacionais #transformacao #faleespanhol #destrave
2026-04-13;Segunda;07:00;REEL;FUNDO;10;Prova Social;viajante;Viajante;Ela travava... hoje conversa com nativos na viagem (vol. 2);Comenta QUERO se voce quer o mesmo resultado | Comenta AULA;AULA;#espanholonline #espanholparabrasileiros #espanholreal #espanholparaviagem #mochilao #espanholbasico #depoimento #alunoreal #resultado
2026-04-13;Segunda;09:30;CARROSSEL;TOPO;5;Cultura e Diferencas;vai_morar_fora;Vai Morar Fora;Supermercado na Espanha: o que tem e o que falta;Comenta seu pais favorito | Comenta VIAGEM;VIAGEM;#aprendaespanhol #espanholonline #espanholreal #morarfora #brasileironoexterior #brasileirosnaespanha #culturaespanhola #curiosidades #diferencas
2026-04-13;Segunda;12:00;REEL;MEIO;8;Desejo e Transformacao;academico;Academico;Imagina ler textos academicos em espanhol sem dificuldade...;Comenta QUERO se esse e seu sonho | Comenta AULA;AULA;#espanholonline #espanholcomvoce #aprenderespanhol #dele #proficienciaemespanhol #espanholparaenem #faleespanhol #destrave #transformacao
2026-04-13;Segunda;15:00;CARROSSEL;MEIO;12;Historia e Autoridade Pessoal;profissional;Profissional;Como uma professora de espanhol construiu um negocio digital;Salva / Me conta sua historia | Comenta METODO;METODO;#espanholcomvoce #espanholonline #espanholparabrasileiros #espanholcorporativo #espanholparatrabalho #espanholprofissional #bastidores #professoranativa #historiadaale
2026-04-13;Segunda;18:30;REEL;TOPO;1;Expressoes Idiomaticas;viajante;Viajante;Como falar 'cara de pau' em espanhol;Salva esse video / Manda pra quem precisa | Comenta VIAGEM;VIAGEM;#aprenderespanhol #aprendaespanhol #espanhol #viajarsozinho #espanholparaviagem #mochilao #comofalarem #espanholnativo #expressoes
2026-04-13;Segunda;20:00;CARROSSEL;TOPO;1;Expressoes Idiomaticas;vai_morar_fora;Vai Morar Fora;Como falar 'gambiarra' em espanhol;Salva esse video / Manda pra quem precisa | Comenta VIAGEM;VIAGEM;#espanhol #espanholreal #espanholcomvoce #brasileirosnaargentina #brasileirosnaespanha #morarfora #expressoes #espanholnativo #comofalarem
2026-04-14;Terca;07:00;REEL;MEIO;8;Desejo e Transformacao;academico;Academico;Como seria apresentar seu trabalho em espanhol sem travar?;Comenta QUERO se esse e seu sonho | Comenta AULA;AULA;#aprenderespanhol #espanholparabrasileiros #espanhol #espanholparaconcurso #estudarnoexterior #proficienciaemespanhol #destrave #faleespanhol #transformacao
2026-04-14;Terca;09:30;CARROSSEL;TOPO;5;Cultura e Diferencas;profissional;Profissional;Mercosul e a importancia do espanhol nos negocios;Comenta seu pais favorito | Comenta VIAGEM;VIAGEM;#espanhol #espanholonline #aprenderespanhol #espanholprofissional #espanholparanegocio #carreirainternacional #culturaespanhola #curiosidades #diferencas
2026-04-14;Terca;12:00;REEL;MEIO;7;Dor e Identificacao;viajante;Viajante;Voce tem vergonha de falar espanhol na frente dos outros?;Comenta SIM se voce se identifica | Comenta TRAVA;TRAVA;#espanhol #espanholcomvoce #aprenderespanhol #viagemparaaamericadosul #mochilao #viajarsozinho #identificacao #voceseidentifica #travanoespanhol
2026-04-14;Terca;15:00;CARROSSEL;FUNDO;6;Metodo e Bastidor;vai_morar_fora;Vai Morar Fora;O pilar que faz voce pensar em espanhol em vez de traduzir;Comenta METODO para saber mais | Comenta METODO;METODO;#espanhol #espanholreal #aprenderespanhol #brasileirosnaargentina #brasileironoexterior #morarfora #metodo #imersaonativa #comoaprender
2026-04-14;Terca;18:30;REEL;MEIO;7;Dor e Identificacao;academico;Academico;Voce entende gramatica mas nao sabe usar na pratica?;Comenta SIM se voce se identifica | Comenta TRAVA;TRAVA;#espanholcomvoce #espanhol #espanholparabrasileiros #celu #estudarnoexterior #proficienciaemespanhol #voceseidentifica #identificacao #travanoespanhol
2026-04-14;Terca;20:00;CARROSSEL;TOPO;2;Palavras do Cotidiano;profissional;Profissional;Como falar 'salario' em espanhol;Comenta qual palavra voce queria saber | Comenta ERROS;ERROS;#espanholonline #aprenderespanhol #espanholcomvoce #espanholprofissional #carreirainternacional #negociosinternacionais #espanholdodia #vocabulario #palavradodia
2026-04-15;Quarta;07:00;REEL;FUNDO;6;Metodo e Bastidor;viajante;Viajante;Por que o Metodo Imersao Nativa funciona para viajantes;Comenta METODO para saber mais | Comenta METODO;METODO;#aprenderespanhol #espanhol #espanholreal #espanholnoexterior #viagemparaaamericadosul #mochilao #imersaonativa #comoaprender #metodo
2026-04-15;Quarta;09:30;CARROSSEL;MEIO;4;Perguntas de Seguidores;vai_morar_fora;Vai Morar Fora;Seguidor pergunta: TU vs USTED — quando usar?;Manda sua duvida nos comentarios | Comenta ERROS;ERROS;#espanholcomvoce #aprenderespanhol #espanhol #vidanoexterior #morarfora #brasileironoexterior #duvida #aleresponde #perguntadeseguidor
2026-04-15;Quarta;12:00;REEL;TOPO;5;Cultura e Diferencas;academico;Academico;Paises onde espanhol e lingua oficial (sao mais que voce pensa);Comenta seu pais favorito | Comenta VIAGEM;VIAGEM;#espanholonline #espanholcomvoce #espanholreal #espanholparaconcurso #siele #estudarnoexterior #curiosidades #culturaespanhola #diferencas
2026-04-15;Quarta;15:00;CARROSSEL;TOPO;2;Palavras do Cotidiano;profissional;Profissional;Como falar 'curriculo' em espanhol;Comenta qual palavra voce queria saber | Comenta ERROS;ERROS;#aprendaespanhol #espanhol #espanholcomvoce #espanholprofissional #espanholparanegocio #espanholcorporativo #palavradodia #vocabulario #espanholdodia
2026-04-15;Quarta;18:30;REEL;TOPO;5;Cultura e Diferencas;viajante;Viajante;Girias do Mexico que nao existem na Espanha;Comenta seu pais favorito | Comenta VIAGEM;VIAGEM;#espanhol #espanholparabrasileiros #espanholonline #espanholparaviagem #mochilao #viajarsozinho #culturaespanhola #diferencas #curiosidades
2026-04-15;Quarta;20:00;CARROSSEL;FUNDO;6;Metodo e Bastidor;vai_morar_fora;Vai Morar Fora;Como o acompanhamento inteligente acelera sua fluencia;Comenta METODO para saber mais | Comenta METODO;METODO;#aprenderespanhol #espanhol #aprendaespanhol #morarfora #brasileironoexterior #brasileirosnaargentina #comoaprender #imersaonativa #metodo
